timestamp,anomaly_alerts,CENTOS@ALG,CENTOS@HIST,UNIX_NETWORK@ALG,UNIX_NETWORK@HIST,JVM@ALG,JVM@HIST,remote_call_checker,details
0.0,0,0,0,0,0,0,0,0,
1.0,6,2,0,2,0,2,0,0,SPSDetector@LoadedClassCount|SPSDetector@TotalLoadedClassCount|SPSDetector@Tcp_Listen|SPSDetector@CPU User Processes|SPSDetector@Tcp_Syn|SPSDetector@CPU Idle Processes|
2.0,9,2,1,4,0,2,0,0,SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|SPSDetector@LoadedClassCount|SPSDetector@Tcp_Listen|SPSDetector@TotalLoadedClassCount|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|HistoricalIndicatorChecker@CPU Interrupts|SPSDetector@CPU Idle Processes|
3.0,8,2,1,4,0,1,0,0,SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@SystemCpuLoad|SPSDetector@Tcp_Syn|HistoricalIndicatorChecker@CPU Interrupts|SPSDetector@CPU Idle Processes|
4.0,9,2,1,3,0,0,2,1,SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Tcp_Listen|RemoteCallChecker|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|HistoricalIndicatorChecker@CPU Interrupts|SPSDetector@CPU Idle Processes|
5.0,6,1,0,2,0,0,3,0,HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Tcp_Listen|SPSDetector@CPU Idle Processes|
6.0,5,2,1,2,0,0,0,0,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@CPU User Processes|HistoricalIndicatorChecker@CPU Interrupts|SPSDetector@CPU Idle Processes|
7.0,2,1,1,0,0,0,0,0,SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@CPU Interrupts|
8.0,1,1,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|
9.0,2,1,1,0,0,0,0,0,SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@CPU Interrupts|
10.0,1,1,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|
11.0,1,1,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|
12.0,2,1,1,0,0,0,0,0,SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@CPU Interrupts|
13.0,0,0,0,0,0,0,0,0,
14.0,6,1,1,0,0,4,0,0,SPSDetector@Free Memory|SPSDetector@LoadedClassCount|SPSDetector@LoadedClassCount|SPSDetector@TotalLoadedClassCount|SPSDetector@TotalLoadedClassCount|HistoricalIndicatorChecker@CPU Interrupts|
15.0,3,0,0,0,0,3,0,0,SPSDetector@NonHeapMemoryUsage.used|SPSDetector@LoadedClassCount|SPSDetector@TotalLoadedClassCount|
16.0,0,0,0,0,0,0,0,0,
17.0,7,2,0,4,0,1,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@SystemCpuLoad|SPSDetector@CPU User Processes|SPSDetector@Tcp_Syn|SPSDetector@CPU Idle Processes|
18.0,4,0,0,4,0,0,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|
19.0,3,0,0,3,0,0,0,0,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|
20.0,5,2,1,1,0,1,0,0,SPSDetector@Tcp_Listen|SPSDetector@SystemCpuLoad|SPSDetector@CPU User Processes|HistoricalIndicatorChecker@CPU Interrupts|SPSDetector@CPU Idle Processes|
21.0,2,2,0,0,0,0,0,0,SPSDetector@CPU User Processes|SPSDetector@CPU Idle Processes|
22.0,1,0,0,0,0,1,0,0,SPSDetector@SystemCpuLoad|
23.0,0,0,0,0,0,0,0,0,
24.0,6,3,1,0,0,0,2,0,SPSDetector@Inactive Memory|SPSDetector@Inactive Files|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Cached Memory|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@CPU Interrupts|
25.0,3,3,0,0,0,0,0,0,SPSDetector@Inactive Files|SPSDetector@Active Files|SPSDetector@Cached Memory|
26.0,7,2,1,0,0,1,2,1,SPSDetector@NonHeapMemoryUsage.used|SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Active Files|RemoteCallChecker|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@CPU Interrupts|
27.0,7,2,0,0,0,5,0,0,SPSDetector@NonHeapMemoryUsage.used|SPSDetector@Free Memory|SPSDetector@LoadedClassCount|SPSDetector@LoadedClassCount|SPSDetector@TotalLoadedClassCount|SPSDetector@TotalLoadedClassCount|SPSDetector@CPU Kernel Processes|
28.0,6,1,1,0,0,4,0,0,SPSDetector@NonHeapMemoryUsage.used|SPSDetector@LoadedClassCount|SPSDetector@TotalLoadedClassCount|SPSDetector@CommittedVirtualMemorySize|HistoricalIndicatorChecker@CPU Interrupts|SPSDetector@CPU Kernel Processes|
29.0,6,4,1,0,0,0,0,1,SPSDetector@Inactive Memory|SPSDetector@Inactive Files|SPSDetector@CPU I/O Wait Processes|RemoteCallChecker|SPSDetector@Cached Memory|HistoricalIndicatorChecker@CPU Interrupts|
30.0,0,0,0,0,0,0,0,0,
