timestamp,anomaly_alerts,CENTOS@ALG,CENTOS@HIST,UNIX_NETWORK@ALG,UNIX_NETWORK@HIST,JVM@ALG,JVM@HIST,remote_call_checker,details
0.0,0,0,0,0,0,0,0,0,
1.0,8,3,0,3,0,2,0,0,SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|SPSDetector@CPU Idle Processes|SPSDetector@CPU User Processes|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@TotalLoadedClassCount|SPSDetector@LoadedClassCount|
2.0,9,3,0,4,0,2,0,0,SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|SPSDetector@Tcp_Listen|SPSDetector@CPU Idle Processes|SPSDetector@CPU User Processes|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@TotalLoadedClassCount|SPSDetector@LoadedClassCount|
3.0,8,1,1,3,0,0,2,1,SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|HistoricalIndicatorChecker@CPU Interrupts|RemoteCallChecker|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
4.0,8,2,0,3,0,0,3,0,SPSDetector@Tcp_Syn|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Activated Virtual Pages|SPSDetector@Tcp_Listen|SPSDetector@CPU Idle Processes|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
5.0,5,2,0,2,0,1,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@CPU Idle Processes|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@SystemCpuLoad|
6.0,3,1,0,2,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|
7.0,4,1,1,2,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@CPU Interrupts|
8.0,1,1,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|
9.0,1,1,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|
10.0,1,1,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|
11.0,1,0,1,0,0,0,0,0,HistoricalIndicatorChecker@CPU Interrupts|
12.0,0,0,0,0,0,0,0,0,
13.0,0,0,0,0,0,0,0,0,
14.0,6,1,1,0,0,4,0,0,SPSDetector@Free Memory|SPSDetector@TotalLoadedClassCount|HistoricalIndicatorChecker@CPU Interrupts|SPSDetector@LoadedClassCount|SPSDetector@TotalLoadedClassCount|SPSDetector@LoadedClassCount|
15.0,8,2,0,2,0,4,0,0,SPSDetector@Tcp_Syn|SPSDetector@NonHeapMemoryUsage.used|SPSDetector@CPU Idle Processes|SPSDetector@CPU User Processes|SPSDetector@Tcp_Syn|SPSDetector@TotalLoadedClassCount|SPSDetector@SystemCpuLoad|SPSDetector@LoadedClassCount|
16.0,6,2,0,4,0,0,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|SPSDetector@CPU Idle Processes|SPSDetector@CPU User Processes|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|
17.0,5,0,1,4,0,0,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|HistoricalIndicatorChecker@CPU Interrupts|
18.0,5,2,0,2,0,1,0,0,SPSDetector@CPU Idle Processes|SPSDetector@CPU User Processes|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@SystemCpuLoad|
19.0,1,0,1,0,0,0,0,0,HistoricalIndicatorChecker@CPU Interrupts|
20.0,2,2,0,0,0,0,0,0,SPSDetector@CPU Idle Processes|SPSDetector@CPU User Processes|
21.0,2,0,0,0,0,0,2,0,HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
22.0,0,0,0,0,0,0,0,0,
23.0,3,2,1,0,0,0,0,0,SPSDetector@Cached Memory|HistoricalIndicatorChecker@CPU Interrupts|SPSDetector@Inactive Files|
24.0,9,5,1,0,0,0,2,1,SPSDetector@Cached Memory|SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@CPU Interrupts|RemoteCallChecker|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Inactive Files|SPSDetector@Inactive Memory|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@CPU I/O Wait Processes|
25.0,1,1,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|
26.0,2,0,1,0,0,1,0,0,SPSDetector@NonHeapMemoryUsage.used|HistoricalIndicatorChecker@CPU Interrupts|
27.0,15,8,1,0,0,5,0,1,SPSDetector@NonHeapMemoryUsage.used|SPSDetector@Cached Memory|SPSDetector@Activated Virtual Pages|SPSDetector@Free Memory|SPSDetector@Active Files|SPSDetector@TotalLoadedClassCount|HistoricalIndicatorChecker@CPU Interrupts|RemoteCallChecker|SPSDetector@CPU Kernel Processes|SPSDetector@Inactive Files|SPSDetector@Activated Virtual Pages|SPSDetector@Inactive Memory|SPSDetector@LoadedClassCount|SPSDetector@TotalLoadedClassCount|SPSDetector@LoadedClassCount|
