timestamp,anomaly_alerts,CENTOS@ALG,CENTOS@HIST,UNIX_NETWORK@ALG,UNIX_NETWORK@HIST,JVM@ALG,JVM@HIST,remote_call_checker,details
0.0,0,0,0,0,0,0,0,0,
1.0,8,2,0,4,0,2,0,0,SPSDetector@CPU User Processes|SPSDetector@CPU Idle Processes|SPSDetector@Tcp_Syn|SPSDetector@LoadedClassCount|SPSDetector@TotalLoadedClassCount|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|
2.0,6,1,0,3,0,2,0,0,SPSDetector@Tcp_Syn|SPSDetector@LoadedClassCount|SPSDetector@TotalLoadedClassCount|SPSDetector@Tcp_Listen|SPSDetector@Activated Virtual Pages|SPSDetector@Tcp_Syn|
3.0,9,2,1,3,0,0,2,1,HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@CPU User Processes|RemoteCallChecker|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@CPU Interrupts|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Activated Virtual Pages|SPSDetector@Tcp_Syn|
4.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
5.0,8,3,1,2,0,0,2,0,HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@CPU User Processes|SPSDetector@CPU Idle Processes|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@CPU Interrupts|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Activated Virtual Pages|
6.0,6,1,0,4,0,1,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@SystemCpuLoad|SPSDetector@Activated Virtual Pages|SPSDetector@Tcp_Syn|
7.0,1,1,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|
8.0,1,0,1,0,0,0,0,0,HistoricalIndicatorChecker@CPU Interrupts|
9.0,5,1,0,4,0,0,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Activated Virtual Pages|SPSDetector@Tcp_Syn|
10.0,6,2,0,4,0,0,0,0,SPSDetector@CPU User Processes|SPSDetector@CPU Idle Processes|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|
11.0,2,0,0,2,0,0,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|
12.0,2,2,0,0,0,0,0,0,SPSDetector@CPU User Processes|SPSDetector@CPU Idle Processes|
13.0,3,2,0,1,0,0,0,0,SPSDetector@CPU User Processes|SPSDetector@CPU Idle Processes|SPSDetector@Tcp_Listen|
14.0,4,0,0,0,0,4,0,0,SPSDetector@TotalLoadedClassCount|SPSDetector@LoadedClassCount|SPSDetector@TotalLoadedClassCount|SPSDetector@LoadedClassCount|
15.0,5,0,0,0,0,3,2,0,HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@LoadedClassCount|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@TotalLoadedClassCount|SPSDetector@NonHeapMemoryUsage.used|
16.0,0,0,0,0,0,0,0,0,
17.0,4,0,1,0,0,0,2,1,HistoricalIndicatorChecker@ProcessCpuLoad|RemoteCallChecker|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@CPU Interrupts|
18.0,0,0,0,0,0,0,0,0,
19.0,1,0,1,0,0,0,0,0,HistoricalIndicatorChecker@CPU Interrupts|
20.0,0,0,0,0,0,0,0,0,
21.0,3,0,1,1,0,0,0,1,RemoteCallChecker|HistoricalIndicatorChecker@CPU Interrupts|SPSDetector@Tcp_Listen|
22.0,0,0,0,0,0,0,0,0,
23.0,4,1,1,0,0,0,2,0,SPSDetector@Cached Memory|HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@CPU Interrupts|
24.0,5,2,0,0,0,0,2,1,HistoricalIndicatorChecker@ProcessCpuLoad|RemoteCallChecker|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Inactive Files|SPSDetector@Inactive Memory|
25.0,0,0,0,0,0,0,0,0,
26.0,20,11,1,4,0,1,3,0,HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@CPU User Processes|SPSDetector@CPU Idle Processes|SPSDetector@Cached Memory|SPSDetector@Tcp_Syn|SPSDetector@Free Memory|HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@CPU User Processes|SPSDetector@Inactive Files|SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@CPU Interrupts|SPSDetector@Active Files|SPSDetector@Tcp_Listen|SPSDetector@CPU Kernel Processes|SPSDetector@Tcp_Listen|SPSDetector@Inactive Memory|SPSDetector@Activated Virtual Pages|SPSDetector@NonHeapMemoryUsage.used|SPSDetector@Tcp_Syn|
