timestamp,anomaly_alerts,CENTOS@ALG,CENTOS@HIST,UNIX_NETWORK@ALG,UNIX_NETWORK@HIST,JVM@ALG,JVM@HIST,remote_call_checker,details
0.0,0,0,0,0,0,0,0,0,
1.0,3,0,0,3,0,0,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|
2.0,2,0,0,2,0,0,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|
3.0,6,0,0,3,0,0,2,1,HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Tcp_Syn|RemoteCallChecker|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@ProcessCpuLoad|
4.0,4,0,0,2,0,0,2,0,HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@ProcessCpuLoad|
5.0,3,0,0,2,0,1,0,0,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@SystemCpuLoad|
6.0,0,0,0,0,0,0,0,0,
7.0,0,0,0,0,0,0,0,0,
8.0,0,0,0,0,0,0,0,0,
9.0,0,0,0,0,0,0,0,0,
10.0,0,0,0,0,0,0,0,0,
11.0,0,0,0,0,0,0,0,0,
12.0,0,0,0,0,0,0,0,0,
13.0,0,0,0,0,0,0,0,0,
14.0,2,0,0,0,0,2,0,0,SPSDetector@TotalLoadedClassCount|SPSDetector@LoadedClassCount|
15.0,4,0,0,3,0,1,0,0,SPSDetector@NonHeapMemoryUsage.used|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|
16.0,4,0,0,3,0,1,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@SystemCpuLoad|
17.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
18.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
19.0,2,0,0,2,0,0,0,0,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|
20.0,1,0,0,0,0,1,0,0,SPSDetector@SystemCpuLoad|
21.0,0,0,0,0,0,0,0,0,
22.0,2,0,0,0,0,0,2,0,HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
23.0,1,1,0,0,0,0,0,0,SPSDetector@Cached Memory|
24.0,3,0,0,0,0,0,2,1,HistoricalIndicatorChecker@ProcessCpuLoad|RemoteCallChecker|HistoricalIndicatorChecker@ProcessCpuLoad|
25.0,0,0,0,0,0,0,0,0,
26.0,1,0,0,0,0,1,0,0,SPSDetector@NonHeapMemoryUsage.used|
27.0,6,2,0,0,0,4,0,0,SPSDetector@NonHeapMemoryUsage.used|SPSDetector@TotalLoadedClassCount|SPSDetector@Active Files|SPSDetector@Cached Memory|SPSDetector@LoadedClassCount|SPSDetector@SystemCpuLoad|
28.0,4,0,0,1,0,2,0,1,SPSDetector@NonHeapMemoryUsage.used|RemoteCallChecker|SPSDetector@Tcp_Listen|SPSDetector@SystemCpuLoad|
29.0,0,0,0,0,0,0,0,0,
30.0,5,3,0,0,0,0,2,0,SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Active Files|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Cached Memory|
31.0,4,1,0,0,0,0,2,1,HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Active Memory|RemoteCallChecker|HistoricalIndicatorChecker@ProcessCpuLoad|
32.0,2,0,0,0,0,2,0,0,SPSDetector@NonHeapMemoryUsage.used|SPSDetector@FreePhysicalMemorySize|
33.0,6,2,0,0,0,0,4,0,HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Active Files|HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
34.0,6,0,0,1,0,1,4,0,HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Tcp_Syn|HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@SystemCpuLoad|
35.0,12,3,0,1,0,4,4,0,HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Tcp_Syn|SPSDetector@Active Memory|SPSDetector@TotalLoadedClassCount|SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Cached Memory|SPSDetector@LoadedClassCount|SPSDetector@FreePhysicalMemorySize|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@SystemCpuLoad|
