timestamp,anomaly_alerts,CENTOS@ALG,CENTOS@HIST,UNIX_NETWORK@ALG,UNIX_NETWORK@HIST,JVM@ALG,JVM@HIST,remote_call_checker,details
0.0,0,0,0,0,0,0,0,0,
1.0,2,0,0,2,0,0,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|
2.0,2,0,0,2,0,0,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|
3.0,5,0,0,2,0,0,2,1,RemoteCallChecker|SPSDetector@Tcp_Syn|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@ProcessCpuLoad|
4.0,5,0,0,3,0,0,2,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@ProcessCpuLoad|
5.0,2,0,0,1,0,1,0,0,SPSDetector@SystemCpuLoad|SPSDetector@Tcp_Listen|
6.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
7.0,2,0,0,2,0,0,0,0,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|
8.0,0,0,0,0,0,0,0,0,
9.0,0,0,0,0,0,0,0,0,
10.0,0,0,0,0,0,0,0,0,
11.0,0,0,0,0,0,0,0,0,
12.0,0,0,0,0,0,0,0,0,
13.0,0,0,0,0,0,0,0,0,
14.0,3,0,0,0,0,3,0,0,SPSDetector@TotalLoadedClassCount|SPSDetector@LoadedClassCount|SPSDetector@SystemCpuLoad|
15.0,4,0,0,3,0,1,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|SPSDetector@NonHeapMemoryUsage.used|SPSDetector@Tcp_Listen|
16.0,3,0,0,3,0,0,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|
17.0,2,0,0,1,0,1,0,0,SPSDetector@SystemCpuLoad|SPSDetector@Tcp_Listen|
18.0,2,0,0,1,0,1,0,0,SPSDetector@SystemCpuLoad|SPSDetector@Tcp_Listen|
19.0,0,0,0,0,0,0,0,0,
20.0,2,0,0,0,0,0,2,0,HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
21.0,0,0,0,0,0,0,0,0,
22.0,4,1,0,0,0,0,2,1,RemoteCallChecker|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Cached Memory|HistoricalIndicatorChecker@ProcessCpuLoad|
23.0,2,2,0,0,0,0,0,0,SPSDetector@Active Files|SPSDetector@Cached Memory|
24.0,0,0,0,0,0,0,0,0,
25.0,0,0,0,0,0,0,0,0,
26.0,3,1,0,0,0,1,0,1,RemoteCallChecker|SPSDetector@NonHeapMemoryUsage.used|SPSDetector@Cached Memory|
27.0,4,0,0,1,0,3,0,0,SPSDetector@NonHeapMemoryUsage.used|SPSDetector@TotalLoadedClassCount|SPSDetector@LoadedClassCount|SPSDetector@Tcp_Listen|
28.0,3,0,0,0,0,1,2,0,HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@NonHeapMemoryUsage.used|HistoricalIndicatorChecker@SystemCpuLoad|
29.0,4,1,0,0,0,0,2,1,RemoteCallChecker|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Cached Memory|HistoricalIndicatorChecker@ProcessCpuLoad|
30.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
31.0,7,0,0,2,0,1,4,0,SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@NonHeapMemoryUsage.used|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@ProcessCpuLoad|
32.0,14,4,0,3,0,3,4,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@NonHeapMemoryUsage.used|SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Active Files|SPSDetector@SystemCpuLoad|SPSDetector@Cached Memory|SPSDetector@Tcp_Listen|SPSDetector@FreePhysicalMemorySize|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Active Memory|
33.0,12,3,1,3,0,1,4,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Buffers|SPSDetector@Active Files|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@Buffers|SPSDetector@FreePhysicalMemorySize|HistoricalIndicatorChecker@ProcessCpuLoad|
34.0,7,3,0,1,0,0,3,0,HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@CommittedVirtualMemorySize|SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Active Files|SPSDetector@Cached Memory|SPSDetector@Tcp_Listen|
35.0,2,0,0,0,0,2,0,0,SPSDetector@TotalLoadedClassCount|SPSDetector@LoadedClassCount|
36.0,3,1,0,0,0,0,2,0,HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Active Memory|
37.0,3,1,0,0,0,1,1,0,HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@FreePhysicalMemorySize|SPSDetector@Active Memory|
38.0,2,1,0,0,0,0,1,0,HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Cached Memory|
39.0,5,1,0,0,0,1,2,1,RemoteCallChecker|HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Buffers|SPSDetector@SystemCpuLoad|
40.0,6,2,0,0,0,1,2,1,RemoteCallChecker|SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Buffers|SPSDetector@SystemCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
41.0,0,0,0,0,0,0,0,0,
42.0,1,0,0,0,0,0,1,0,HistoricalIndicatorChecker@ProcessCpuLoad|
43.0,4,1,0,0,0,0,2,1,RemoteCallChecker|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Cached Memory|HistoricalIndicatorChecker@ProcessCpuLoad|
44.0,3,0,0,1,0,0,2,0,SPSDetector@Tcp_Syn|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
45.0,5,2,0,1,0,2,0,0,SPSDetector@Tcp_Syn|SPSDetector@Active Files|SPSDetector@SystemCpuLoad|SPSDetector@Cached Memory|SPSDetector@FreePhysicalMemorySize|
46.0,7,4,0,1,0,2,0,0,SPSDetector@Tcp_Syn|SPSDetector@NonHeapMemoryUsage.used|SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|SPSDetector@Cached Memory|SPSDetector@FreePhysicalMemorySize|SPSDetector@Active Memory|
47.0,4,3,0,0,0,1,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|SPSDetector@Cached Memory|SPSDetector@FreePhysicalMemorySize|
48.0,3,3,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|SPSDetector@Cached Memory|
49.0,4,3,0,0,0,1,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|SPSDetector@Cached Memory|SPSDetector@FreePhysicalMemorySize|
50.0,2,2,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
51.0,1,0,0,0,0,1,0,0,SPSDetector@FreePhysicalMemorySize|
52.0,3,3,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|SPSDetector@Cached Memory|
53.0,4,3,0,0,0,1,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|SPSDetector@Cached Memory|SPSDetector@FreePhysicalMemorySize|
54.0,0,0,0,0,0,0,0,0,
55.0,0,0,0,0,0,0,0,0,
56.0,1,0,0,0,0,1,0,0,SPSDetector@NonHeapMemoryUsage.used|
57.0,0,0,0,0,0,0,0,0,
58.0,1,0,0,0,0,1,0,0,SPSDetector@NonHeapMemoryUsage.used|
59.0,0,0,0,0,0,0,0,0,
60.0,0,0,0,0,0,0,0,0,
61.0,3,1,0,0,0,2,0,0,SPSDetector@NonHeapMemoryUsage.used|SPSDetector@SystemCpuLoad|SPSDetector@Active Memory|
62.0,2,0,0,2,0,0,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|
63.0,3,0,0,3,0,0,0,0,SPSDetector@Tcp_Syn|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|
64.0,1,0,0,0,0,0,1,0,HistoricalIndicatorChecker@ProcessCpuLoad|
65.0,0,0,0,0,0,0,0,0,
66.0,2,0,0,0,0,0,2,0,HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
67.0,4,3,0,0,0,1,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|SPSDetector@SystemCpuLoad|SPSDetector@Cached Memory|
68.0,3,1,0,0,0,1,0,1,RemoteCallChecker|SPSDetector@Activated Virtual Pages|SPSDetector@SystemCpuLoad|
69.0,1,1,0,0,0,0,0,0,SPSDetector@Active Files|
70.0,0,0,0,0,0,0,0,0,
71.0,0,0,0,0,0,0,0,0,
