timestamp,anomaly_alerts,CENTOS@ALG,CENTOS@HIST,UNIX_NETWORK@ALG,UNIX_NETWORK@HIST,JVM@ALG,JVM@HIST,remote_call_checker,details
0.0,0,0,0,0,0,0,0,0,
1.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
2.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
3.0,1,0,0,0,0,0,0,1,RemoteCallChecker|
4.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
5.0,0,0,0,0,0,0,0,0,
6.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
7.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
8.0,0,0,0,0,0,0,0,0,
9.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
10.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
11.0,0,0,0,0,0,0,0,0,
12.0,0,0,0,0,0,0,0,0,
13.0,0,0,0,0,0,0,0,0,
14.0,0,0,0,0,0,0,0,0,
15.0,0,0,0,0,0,0,0,0,
16.0,0,0,0,0,0,0,0,0,
17.0,1,0,0,0,0,0,0,1,RemoteCallChecker|
18.0,0,0,0,0,0,0,0,0,
19.0,0,0,0,0,0,0,0,0,
20.0,1,0,0,0,0,0,0,1,RemoteCallChecker|
21.0,0,0,0,0,0,0,0,0,
22.0,3,1,0,0,0,0,2,0,HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Buffers|HistoricalIndicatorChecker@SystemCpuLoad|
23.0,1,0,0,0,0,0,0,1,RemoteCallChecker|
24.0,0,0,0,0,0,0,0,0,
25.0,2,0,0,0,0,0,2,0,HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|
26.0,2,0,0,0,0,0,2,0,HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|
27.0,7,3,0,1,0,0,2,1,SPSDetector@Activated Virtual Pages|RemoteCallChecker|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Buffers|HistoricalIndicatorChecker@CommittedVirtualMemorySize|SPSDetector@Tcp_Listen|SPSDetector@Active Files|
28.0,2,1,0,1,0,0,0,0,SPSDetector@Tcp_Listen|SPSDetector@Active Files|
29.0,1,0,0,0,0,0,1,0,HistoricalIndicatorChecker@SystemCpuLoad|
30.0,1,0,0,0,0,0,1,0,HistoricalIndicatorChecker@SystemCpuLoad|
31.0,1,0,0,0,0,0,1,0,HistoricalIndicatorChecker@SystemCpuLoad|
32.0,3,1,0,0,0,0,1,1,RemoteCallChecker|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Active Files|
33.0,3,2,0,0,0,0,0,1,SPSDetector@Activated Virtual Pages|RemoteCallChecker|SPSDetector@Buffers|
34.0,0,0,0,0,0,0,0,0,
35.0,2,0,0,0,0,0,2,0,HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|
36.0,2,0,0,0,0,0,2,0,HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|
37.0,2,0,0,0,0,0,2,0,HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|
38.0,1,0,0,0,0,0,0,1,RemoteCallChecker|
39.0,2,0,0,0,0,0,2,0,HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|
40.0,0,0,0,0,0,0,0,0,
41.0,2,2,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
42.0,2,2,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
43.0,2,2,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
44.0,0,0,0,0,0,0,0,0,
45.0,0,0,0,0,0,0,0,0,
46.0,0,0,0,0,0,0,0,0,
47.0,0,0,0,0,0,0,0,0,
48.0,0,0,0,0,0,0,0,0,
49.0,0,0,0,0,0,0,0,0,
50.0,0,0,0,0,0,0,0,0,
51.0,1,0,0,0,0,0,0,1,RemoteCallChecker|
52.0,0,0,0,0,0,0,0,0,
53.0,0,0,0,0,0,0,0,0,
