timestamp,anomaly_alerts,CENTOS@ALG,CENTOS@HIST,UNIX_NETWORK@ALG,UNIX_NETWORK@HIST,JVM@ALG,JVM@HIST,remote_call_checker,details
0.0,0,0,0,0,0,0,0,0,
1.0,0,0,0,0,0,0,0,0,
2.0,0,0,0,0,0,0,0,0,
3.0,1,0,0,0,0,0,0,1,RemoteCallChecker|
4.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
5.0,0,0,0,0,0,0,0,0,
6.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
7.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
8.0,0,0,0,0,0,0,0,0,
9.0,0,0,0,0,0,0,0,0,
10.0,0,0,0,0,0,0,0,0,
11.0,0,0,0,0,0,0,0,0,
12.0,0,0,0,0,0,0,0,0,
13.0,0,0,0,0,0,0,0,0,
14.0,0,0,0,0,0,0,0,0,
15.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
16.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
17.0,0,0,0,0,0,0,0,0,
18.0,0,0,0,0,0,0,0,0,
19.0,0,0,0,0,0,0,0,0,
20.0,0,0,0,0,0,0,0,0,
21.0,0,0,0,0,0,0,0,0,
22.0,1,0,0,0,0,0,0,1,RemoteCallChecker|
23.0,1,1,0,0,0,0,0,0,SPSDetector@Active Files|
24.0,0,0,0,0,0,0,0,0,
25.0,0,0,0,0,0,0,0,0,
26.0,1,0,0,0,0,0,0,1,RemoteCallChecker|
27.0,0,0,0,0,0,0,0,0,
28.0,2,0,0,0,0,0,2,0,HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|
29.0,1,0,0,0,0,0,0,1,RemoteCallChecker|
30.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
31.0,3,0,0,1,0,0,2,0,HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Tcp_Listen|
32.0,5,2,0,1,0,0,2,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Tcp_Listen|
33.0,7,3,1,1,0,0,2,0,SPSDetector@Activated Virtual Pages|SPSDetector@Buffers|SPSDetector@Active Files|HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@Buffers|SPSDetector@Tcp_Listen|
34.0,5,2,0,0,0,0,3,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|HistoricalIndicatorChecker@CommittedVirtualMemorySize|HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|
35.0,0,0,0,0,0,0,0,0,
36.0,2,0,0,0,0,0,2,0,HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|
37.0,1,0,0,0,0,0,1,0,HistoricalIndicatorChecker@SystemCpuLoad|
38.0,1,0,0,0,0,0,1,0,HistoricalIndicatorChecker@SystemCpuLoad|
39.0,4,1,0,0,0,0,2,1,SPSDetector@Buffers|HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|RemoteCallChecker|
40.0,3,2,0,0,0,0,0,1,SPSDetector@Activated Virtual Pages|SPSDetector@Buffers|RemoteCallChecker|
41.0,0,0,0,0,0,0,0,0,
42.0,0,0,0,0,0,0,0,0,
43.0,1,0,0,0,0,0,0,1,RemoteCallChecker|
44.0,0,0,0,0,0,0,0,0,
45.0,1,1,0,0,0,0,0,0,SPSDetector@Active Files|
46.0,2,2,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
47.0,2,2,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
48.0,2,2,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
49.0,2,2,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
50.0,2,2,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
51.0,0,0,0,0,0,0,0,0,
52.0,2,2,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
53.0,2,2,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
54.0,0,0,0,0,0,0,0,0,
55.0,0,0,0,0,0,0,0,0,
56.0,0,0,0,0,0,0,0,0,
57.0,0,0,0,0,0,0,0,0,
58.0,0,0,0,0,0,0,0,0,
59.0,0,0,0,0,0,0,0,0,
60.0,0,0,0,0,0,0,0,0,
61.0,0,0,0,0,0,0,0,0,
62.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
63.0,1,0,0,1,0,0,0,0,SPSDetector@Tcp_Listen|
64.0,0,0,0,0,0,0,0,0,
65.0,0,0,0,0,0,0,0,0,
66.0,0,0,0,0,0,0,0,0,
67.0,2,2,0,0,0,0,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
68.0,2,1,0,0,0,0,0,1,SPSDetector@Activated Virtual Pages|RemoteCallChecker|
69.0,1,1,0,0,0,0,0,0,SPSDetector@Active Files|
70.0,0,0,0,0,0,0,0,0,
71.0,0,0,0,0,0,0,0,0,
